Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2001","2001","1000 ha","2140","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","1745","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","2752","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","2086","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","2214","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","2307","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","2252","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","2191","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","1836","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","1896","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","2044","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","2072","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","2092","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","2177","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","2165","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","2457","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","2271","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","1947","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","2283","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","2493","A","Official figure"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","2493","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","195","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","118","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","202","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","204.5","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","204.3","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","204.7","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","205.26","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","149.8","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","158","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","169","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","171","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","176","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","179","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","182","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","188","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","722","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","793","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","825","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","835","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","905","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","855.72","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","884.34","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","985.22","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","987.01","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","1042.92","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","1089.5","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","1136.259","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","1215.261","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","1260.508","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","1306.361","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","1381.88","A","Official figure"
"RL","Land Use","032","Argentina","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","1356","A","Official figure"
"RL","Land Use","032","Argentina","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","1391","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","153.9","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","154.6","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","155.76","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","155.8","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","155.2","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","154.6","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","154.4","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","154.2","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","154.6","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","154.7","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","154.8","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","154.7","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","154.9","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","155.2","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","155.62","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","155.89","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2001","2001","1000 ha","2506","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","2545","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","2378","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","2402","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","2405","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","2546","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","1923","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","1851","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","1761","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","1841","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","1963","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","2141","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","2378","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","2361.3","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","2149.1","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","2147","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","2244","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","2298","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","1955","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","1521","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","1945","A","Official figure"
"RL","Land Use","040","Austria","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","34","A","Official figure"
"RL","Land Use","040","Austria","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","40","A","Official figure"
"RL","Land Use","040","Austria","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","44","A","Official figure"
"RL","Land Use","040","Austria","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","26.48","A","Official figure"
"RL","Land Use","040","Austria","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","52.13","A","Official figure"
"RL","Land Use","040","Austria","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","38.2","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2001","2001","1000 ha","1423","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","1423","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","1423","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","1428","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","1430","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","1428.5","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","1429.6","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","1429.5","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","1404.6","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","1405.1","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","1404.6","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","1407.9","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","1414.3","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","1417.7","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","1431","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","1422.9","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","1429.9","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","1433.3","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","1434.6","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","1464.9","A","Official figure"
"RL","Land Use","031","Azerbaijan","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","1469.3","A","Official figure"
"RL","Land Use","048","Bahrain","5110","Area","6611","Agriculture area actually irrigated","2001","2001","1000 ha","4","X","Figure from international organizations"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","4787","A","Official figure"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","4760","A","Official figure"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","4883","A","Official figure"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","5373","I","Imputed value"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","5402","I","Imputed value"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","5448","I","Imputed value"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","5490","I","Imputed value"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","5527","I","Imputed value"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","5556.614","I","Imputed value"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","7777","I","Imputed value"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","7879","I","Imputed value"
"RL","Land Use","050","Bangladesh","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","7944","I","Imputed value"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2001","2001","1000 ha","115","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","115","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","114","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","114","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","114","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","111","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","53","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","47","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","30","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","30.6","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","30","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","29.6","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","29.7","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","30.2","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","30.3","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","30.3","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","30.3","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","30.3","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","30.3","A","Official figure"
"RL","Land Use","112","Belarus","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","28.6","A","Official figure"
"RL","Land Use","056","Belgium","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","1.9","X","Figure from international organizations"
"RL","Land Use","056","Belgium","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","3.4","X","Figure from international organizations"
"RL","Land Use","056","Belgium","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","5.7","X","Figure from international organizations"
"RL","Land Use","056","Belgium","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","5.7","A","Official figure"
"RL","Land Use","204","Benin","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","9.3","X","Figure from international organizations"
"RL","Land Use","204","Benin","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","15.9","X","Figure from international organizations"
"RL","Land Use","204","Benin","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","17.2","X","Figure from international organizations"
"RL","Land Use","204","Benin","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","17.2","X","Figure from international organizations"
"RL","Land Use","204","Benin","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","53","A","Official figure"
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","297.2","X","Figure from international organizations"
"RL","Land Use","072","Botswana","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","0.14","A","Official figure"
"RL","Land Use","072","Botswana","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","0.3","A","Official figure"
"RL","Land Use","072","Botswana","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","0.3","A","Official figure"
"RL","Land Use","072","Botswana","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","0.21","A","Official figure"
"RL","Land Use","072","Botswana","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","1.5","A","Official figure"
"RL","Land Use","072","Botswana","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","0.66","A","Official figure"
"RL","Land Use","072","Botswana","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","0.75","A","Official figure"
"RL","Land Use","072","Botswana","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","0.35","A","Official figure"
"RL","Land Use","072","Botswana","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","1.1","A","Official figure"
"RL","Land Use","072","Botswana","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","1.1","A","Official figure"
"RL","Land Use","072","Botswana","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","2.5","A","Official figure"
"RL","Land Use","076","Brazil","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","4454","A","Official figure"
"RL","Land Use","076","Brazil","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","6902.96","A","Official figure"
"RL","Land Use","096","Brunei Darussalam","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","0.1","A","Official figure"
"RL","Land Use","096","Brunei Darussalam","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","0.1","A","Official figure"
"RL","Land Use","096","Brunei Darussalam","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","0.1","A","Official figure"
"RL","Land Use","096","Brunei Darussalam","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","0.1","A","Official figure"
"RL","Land Use","096","Brunei Darussalam","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","0","A","Official figure"
"RL","Land Use","096","Brunei Darussalam","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","0.1","A","Official figure"
"RL","Land Use","100","Bulgaria","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","79","X","Figure from international organizations"
"RL","Land Use","100","Bulgaria","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","54","X","Figure from international organizations"
"RL","Land Use","100","Bulgaria","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","73","X","Figure from international organizations"
"RL","Land Use","100","Bulgaria","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","90","A","Official figure"
"RL","Land Use","100","Bulgaria","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","98.7","A","Official figure"
"RL","Land Use","100","Bulgaria","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","92.9","A","Official figure"
"RL","Land Use","124","Canada","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","845","A","Official figure"
"RL","Land Use","124","Canada","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","770","A","Official figure"
"RL","Land Use","124","Canada","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","904.5","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2001","2001","1000 ha","0.7","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","1.1","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","0.9","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","0.5","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","0.3","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","0.06","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","0.29","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","0.32","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","0.41","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","0.3","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","0.35","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","0.34","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","0.34","A","Official figure"
"RL","Land Use","830","Channel Islands","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","0.34","A","Official figure"
"RL","Land Use","152","Chile","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","1094","A","Official figure"
"RL","Land Use","152","Chile","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","909.4","A","Official figure"
"RL","Land Use","170","Colombia","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","394","X","Figure from international organizations"
"RL","Land Use","170","Colombia","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","650.6","A","Official figure"
"RL","Land Use","191","Croatia","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","11","I","Imputed value"
"RL","Land Use","191","Croatia","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","4","A","Official figure"
"RL","Land Use","191","Croatia","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","4.6","A","Official figure"
"RL","Land Use","191","Croatia","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","5","A","Official figure"
"RL","Land Use","191","Croatia","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","14.5","A","Official figure"
"RL","Land Use","191","Croatia","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","13.4","A","Official figure"
"RL","Land Use","191","Croatia","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","15.7","A","Official figure"
"RL","Land Use","191","Croatia","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","17.1","A","Official figure"
"RL","Land Use","191","Croatia","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","17.1","A","Official figure"
"RL","Land Use","196","Cyprus","5110","Area","6611","Agriculture area actually irrigated","2001","2001","1000 ha","35","A","Official figure"
"RL","Land Use","196","Cyprus","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","35","A","Official figure"
"RL","Land Use","196","Cyprus","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","36","A","Official figure"
"RL","Land Use","196","Cyprus","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","34","A","Official figure"
"RL","Land Use","196","Cyprus","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","35","A","Official figure"
"RL","Land Use","196","Cyprus","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","33","A","Official figure"
"RL","Land Use","196","Cyprus","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","29.8","A","Official figure"
